RANK_DOUBLON;CODE_COMMUNE;ID_BASE_EXTERNE;CODE_IDENTIFIANT_EXTERNE;NOM_COMMUNE;NOMENCL_INSEE;NOMENCL_DEPARTEMENT;NOMENCL_REGION_INSEE;CODE_PAYS;CODE_BASSIN;CODE_CANTON;CODE_POSTAL;PLUS_UTILISE
0;3279;;;PERNANT;2598;2;32;1;;1033;2200;0
0;2150;;;PERNES;62652;62;32;1;;1209;62550;0
0;1938;;;PERNES LES FONTAINES;84088;84;93;1;;2028;84210;0
0;2266;;;PERONNAS;1289;1;84;1;;1496;1960;0
0;980;;;PERONNE;71345;71;27;1;;1102;71260;0
0;654;;;PERONNE;80620;80;32;1;;225;80200;0
0;1861;;;PERONNE EN MELANTOIS;59458;59;32;1;;781;59273;0
0;3439;;;PEROY LES GOMBRIES;60489;60;32;1;;;60440;0
0;1665;;;PERPIGNAN;66136;66;76;1;;;66100;0
0;2049;;;PERPIGNAN;66136;66;76;1;;;66000;0
0;655;;;PERSAN;95487;95;11;1;;899;95340;0
0;656;;;PERTAIN;80621;80;32;1;;1227;80320;0
0;2700;;;PESSAC;33318;33;75;1;;;33600;0
0;3128;;;PETIT BOURG;97118;971;1;1;;;97170;0
0;2895;;;PETIT CANAL;97119;971;1;1;;1712;97131;0
0;1074;;;PETIT CAUX;76618;76;28;1;;1074;76370;0
0;1059;;;PETIT CAUX;76618;76;28;1;;1074;76630;0
0;2959;;;PETIT FAYT;59461;59;32;1;;977;59244;0
0;3337;;;PETIT VERLY;2784;2;32;1;;526;2630;0
0;657;;;PETITE FORET;59459;59;32;1;;614;59494;0
0;2295;;;PETITE SYNTHE;59183;59;32;1;;;59640;0
0;3556;;;PEUPLINGUES;62654;62;32;1;;;62231;0
0;2561;;;PHALEMPIN;59462;59;32;1;;8;59133;0
0;1178;;;PICQUIGNY;80622;80;32;1;;563;80310;0
0;3541;;;PIEGROS LA CLASTRE;26234;26;84;1;;;26400;0
0;2981;;;PIENNES ONVILLERS;80623;80;32;1;;941;80500;0
0;1830;;;PIERRE BENITE;69152;69;84;1;;;69310;0
0;1516;;;PIERREFITTE EN BEAUVAISIS;60490;60;32;1;;452;60112;0
0;3333;;;PIERREFITTE SUR SEINE;93059;93;11;1;;128;93380;0
0;658;;;PIERREFONDS;60491;60;32;1;;1787;60350;0
0;2190;;;PIERREGOT;80624;80;32;1;;1399;80260;0
0;659;;;PIERRELAYE;95488;95;11;1;;1167;95480;0
0;3611;;;PIERREMONT;62655;62;32;1;;;62130;0
0;3029;;;PIHEN LES GUINES;62657;62;32;1;;850;62340;0
0;660;;;PIMPREZ;60492;60;32;1;;1415;60170;0
0;661;;;PINON;2602;2;32;1;;1252;2320;0
0;937;;;PISSELEU;60493;60;32;1;;152;60860;0
0;3033;;;PISSY;80626;80;32;1;;563;80540;0
0;1567;;;PITGAM;59463;59;32;1;;1820;59284;0
0;2624;;;PITHIVIERS;45252;45;24;1;;574;45300;0
0;662;;;PLABENNEC;29160;29;53;1;;55;29860;0
0;663;;;PLACHY BUYON;80627;80;32;1;;825;80160;0
0;664;;;PLAILLY;60494;60;32;1;;1044;60128;0
0;2139;;;PLAINVAL;60495;60;32;1;;1403;60130;0
0;3361;;;PLAISANCE;32319;32;76;1;;123;32160;0
0;665;;;PLAISIR;78490;78;11;1;;1182;78370;0
0;2822;;;PLERIN;22187;22;53;1;;156;22190;0
0;3399;;;PLEUDANIEL;22196;22;53;1;;;22740;0
0;3452;;;PLOEMEUR;56162;56;53;1;;;56270;0
0;2297;;;PLOISY;2607;2;32;1;;1563;2200;0
0;2866;;;PLOMODIERN;29172;29;53;1;;1872;29550;0
0;1624;;;PLOUEGAT MOYSAN;29183;29;53;1;;628;29650;0
0;666;;;PLOUESCAT;29185;29;53;1;;1358;29430;0
0;1535;;;PLOUGUERNEAU;29195;29;53;1;;1030;29880;0
0;2071;;;PLOUZANE;29212;29;53;1;;1354;29280;0
0;2482;;;PLUMELIN;56174;56;53;1;;1788;56500;0
0;2116;;;POILLY LEZ GIEN;45254;45;24;1;;1526;45500;0
0;3064;;;POINTE NOIRE;97121;971;1;1;;1917;97116;0
0;667;;;POISSY;78498;78;11;1;;1551;78300;0
0;1357;;;POITIERS;86194;86;75;1;;;86000;0
0;668;;;POIX DE PICARDIE;80630;80;32;1;;575;80290;0
0;1351;;;POIX DU NORD;59464;59;32;1;;977;59218;0
0;3261;;;POIX TERRON;8341;8;44;1;;230;8430;0
0;1504;;;POLIGNE;35231;35;53;1;;630;35320;0
0;3072;;;POLINCOVE;62662;62;32;1;;583;62370;0
0;3546;;;POMMERA;62663;62;32;1;;1516;62760;0
0;2160;;;POMMIER;62664;62;32;1;;1516;62111;0
0;3200;;;POMMIERS;2610;2;32;1;;1923;2200;0
0;669;;;POMPEY;54430;54;44;1;;525;54340;0
0;1485;;;PONCHON;60504;60;32;1;;703;60430;0
0;1431;;;PONT A MARCQ;59466;59;32;1;;781;59710;0
0;1903;;;PONT A VENDIN;62666;62;32;1;;844;62880;0
0;670;;;PONT DE METZ;80632;80;32;1;;1749;80480;0
0;2646;;;PONT L EVEQUE;60506;60;32;1;;1494;60400;0
0;1213;;;PONT NOYELLES;80634;80;32;1;;1399;80115;0
0;671;;;PONT REMY;80635;80;32;1;;1307;80580;0
0;672;;;PONT STE MAXENCE;60509;60;32;1;;1754;60700;0
0;1847;;;PONT SUR SAMBRE;59467;59;32;1;;1701;59138;0
0;673;;;PONTARME;60505;60;32;1;;1044;60520;0
0;674;;;PONTAULT COMBAULT;77373;77;11;1;;1913;77340;0
0;972;;;PONTHOILE;80633;80;32;1;;1559;80860;0
0;921;;;PONTOISE;95500;95;11;1;;192;95000;0
0;675;;;PONTOISE;95500;95;11;1;;192;95300;0
0;2982;;;PONTOISE LES NOYON;60507;60;32;1;;1494;60400;0
0;676;;;PONTPOINT;60508;60;32;1;;1754;60700;0
0;2438;;;PONTRU;2614;2;32;1;;124;2490;0
0;1819;;;PORCHEUX;60510;60;32;1;;797;60390;0
0;677;;;PORCHEVILLE;78501;78;11;1;;1981;78440;0
0;2076;;;PORQUERICOURT;60511;60;32;1;;1494;60400;0
0;3258;;;PORT JEROME SUR SEINE;76476;76;28;1;;2008;76330;0
0;3045;;;POTELLE;59468;59;32;1;;977;59530;0
0;678;;;POULAINVILLE;80639;80;32;1;;214;80260;0
0;3560;;;POURRAIN;89311;89;27;1;;;89240;0
0;1146;;;POZIERES;80640;80;32;1;;931;80300;0
0;3482;;;PRADELLES;59469;59;32;1;;;59190;0
0;3427;;;PRADINES;46224;46;76;1;;;46090;0
0;2946;;;PRECY SUR MARNE;77376;77;11;1;;1966;77410;0
0;2100;;;PRECY SUR OISE;60513;60;32;1;;862;60460;0
0;3571;;;PREDEFIN;62668;62;32;1;;;62134;0
0;1206;;;PREMESQUES;59470;59;32;1;;1344;59840;0
0;1245;;;PRESEAU;59471;59;32;1;;925;59990;0
0;3077;;;PRESLES;95504;95;11;1;;899;95590;0
0;1833;;;PRESLES ET BOVES;2620;2;32;1;;1877;2370;0
0;1553;;;PREURES;62670;62;32;1;;340;62650;0
0;3063;;;PREUX AU SART;59473;59;32;1;;1701;59144;0
0;2448;;;PREVELLES;72246;72;52;1;;1908;72110;0
0;1169;;;PREVILLERS;60514;60;32;1;;152;60360;0
0;2143;;;PRISCHES;59474;59;32;1;;977;59550;0
0;2971;;;PROISY;2624;2;32;1;;526;2120;0
0;3518;;;PROIX;2625;2;32;1;;;2120;0
0;679;;;PROUVY;59475;59;32;1;;614;59121;0
0;680;;;PROUZEL;80643;80;32;1;;825;80160;0
0;2227;;;PROVILLE;59476;59;32;1;;1911;59267;0
0;2240;;;PROVIN;59477;59;32;1;;8;59185;0
0;3291;;;PROVINS;77379;77;11;1;;297;77160;0
0;2118;;;PROYART;80644;80;32;1;;1227;80340;0
0;1771;;;PUCHEVILLERS;80645;80;32;1;;931;80560;0
0;2950;;;PUISEUX EN BRAY;60516;60;32;1;;152;60850;0
0;2521;;;PUISEUX EN RETZ;2628;2;32;1;;1404;2600;0
0;681;;;PUISEUX PONTOISE;95510;95;11;1;;482;95650;0
0;3471;;;PUISIEUX;62672;62;32;1;;;62116;0
0;1163;;;PUITS LA VALLEE;60518;60;32;1;;1403;60480;0
0;3229;;;PUJAUDRAN;32334;32;76;1;;1098;32600;0
0;3420;;;PULVERSHEIM;68258;68;44;1;;62;68840;0
0;3157;;;PUNEROT;88363;88;44;1;;1658;88630;0
0;682;;;PURE;8349;8;44;1;;656;8110;0
0;683;;;PUTEAUX;92062;92;11;1;;357;92800;0
0;1872;;;PUZEAUX;80647;80;32;1;;1227;80320;0
0;2058;;;PYS;80648;80;32;1;;931;80300;0
0;1719;;;QUAEDYPRE;59478;59;32;1;;476;59380;0
0;1433;;;QUAROUBLE;59479;59;32;1;;925;59243;0
0;3120;;;QUATREMARE;27483;27;28;1;;519;27400;0
0;2205;;;QUELMES;62674;62;32;1;;340;62500;0
0;1929;;;QUEND;80649;80;32;1;;1307;80120;0
0;3623;;;QUERENAING;59480;59;32;1;;;59269;0
0;2099;;;QUERRIEU;80650;80;32;1;;214;80115;0
0;1792;;;QUESNOY LE MONTANT;80654;80;32;1;;480;80132;0
0;1313;;;QUESNOY SUR DEULE;59482;59;32;1;;478;59890;0
0;1891;;;QUESQUES;62678;62;32;1;;1006;62240;0
0;1883;;;QUEVAUVILLERS;80656;80;32;1;;563;80710;0
0;1446;;;QUIERY LA MOTTE;62680;62;32;1;;1942;62490;0
0;1328;;;QUIESTEDE;62681;62;32;1;;1268;62120;0
0;1442;;;QUIEVRECHAIN;59484;59;32;1;;925;59920;0
0;2092;;;QUIEVY;59485;59;32;1;;50;59214;0
0;2265;;;QUIMPER;29232;29;53;1;;;29000;0
0;2433;;;QUIMPERLE;29233;29;53;1;;1714;29300;0
0;2559;;;QUINCAMPOIX;76517;76;28;1;;1180;76230;0
0;1114;;;QUINCAMPOIX FLEUZY;60521;60;32;1;;152;60220;0
0;2468;;;QUINCY SOUS SENART;91514;91;11;1;;650;91480;0
0;1899;;;QUINQUEMPOIX;60522;60;32;1;;1403;60130;0
0;1168;;;QUIRY LE SEC;80657;80;32;1;;825;80250;0
0;1366;;;RACHES;59486;59;32;1;;1139;59194;0
0;2263;;;RACQUINGHEM;62684;62;32;1;;1268;62120;0
0;684;;;RADEPONT;27487;27;28;1;;870;27380;0
0;1456;;;RADINGHEM EN WEPPES;59487;59;32;1;;8;59320;0
0;2002;;;RAILLENCOURT STE OLLE;59488;59;32;1;;1911;59554;0
0;2113;;;RAIMBEAUCOURT;59489;59;32;1;;1139;59283;0
0;3255;;;RAINCHEVAL;80659;80;32;1;;931;80600;0
0;2447;;;RAINNEVILLE;80661;80;32;1;;214;80260;0
0;1419;;;RAISMES;59491;59;32;1;;68;59590;0
0;1013;;;RAMBOUILLET;78517;78;11;1;;1075;78120;0
0;2442;;;RAMILLIES;59492;59;32;1;;1911;59161;0
0;685;;;RAMONVILLE ST AGNE;31446;31;76;1;;334;31520;0
0;686;;;RANCOURT;80664;80;32;1;;225;80360;0
0;1139;;;RANG DU FLIERS;62688;62;32;1;;1686;62180;0
0;2647;;;RANSART;62689;62;32;1;;1516;62173;0
0;687;;;RANTIGNY;60524;60;32;1;;1058;60290;0
0;2122;;;RARAY;60525;60;32;1;;1754;60810;0
0;688;;;RAVENEL;60526;60;32;1;;1403;60130;0
0;2280;;;REAU;77384;77;11;1;;1709;77550;0
0;2397;;;REBERGUES;62692;62;32;1;;340;62850;0
0;3467;;;REBRECHIEN;45261;45;24;1;;;45470;0
0;2768;;;REBREUVE RANCHICOURT;62693;62;32;1;;1581;62150;0
0;2312;;;REBREUVE SUR CANCHE;62694;62;32;1;;1516;62270;0
0;2641;;;RECQUES SUR COURSE;62698;62;32;1;;1686;62170;0
0;3022;;;RECQUES SUR HEM;62699;62;32;1;;583;62890;0
0;1422;;;RECQUIGNIES;59495;59;32;1;;1287;59245;0
0;2984;;;REGNAUVILLE;62700;62;32;1;;1149;62140;0
0;689;;;REILLY;60528;60;32;1;;703;60240;0
0;690;;;REIMS;51454;51;44;1;;;51100;0
0;2958;;;REJET DE BEAULIEU;59496;59;32;1;;408;59360;0
0;3092;;;REMAUGIES;80667;80;32;1;;941;80500;0
0;1921;;;REMAUVILLE;77387;77;11;1;;549;77710;0
0;935;;;REMERANGLES;60530;60;32;1;;1129;60510;0
0;2932;;;REMIENCOURT;80668;80;32;1;;825;80250;0
0;958;;;REMIGNY;2639;2;32;1;;484;2440;0
0;2414;;;REMILLY WIRQUIN;62702;62;32;1;;340;62380;0
0;2788;;;REMIREMONT;88383;88;44;1;;930;88200;0
0;2256;;;REMY;62703;62;32;1;;1942;62156;0
0;691;;;REMY;60531;60;32;1;;512;60190;0
0;2028;;;RENANSART;2640;2;32;1;;484;2240;0
0;1327;;;RENESCURE;59497;59;32;1;;118;59173;0
0;692;;;RENNES;35238;35;53;1;;;35000;0
0;1503;;;RENNES;35238;35;53;1;;;35700;0
0;2417;;;RENNES;35238;35;53;1;;;35200;0
0;2399;;;RENTY;62704;62;32;1;;1268;62560;0
0;693;;;RESSONS SUR MATZ;60533;60;32;1;;512;60490;0
0;2006;;;RETHEL;8362;8;44;1;;1934;8300;0
0;2974;;;RETHEUIL;2644;2;32;1;;1404;2600;0
0;956;;;RETHONDES;60534;60;32;1;;1430;60153;0
0;1772;;;RETHONVILLERS;80669;80;32;1;;1227;80700;0
0;1155;;;RETY;62705;62;32;1;;1006;62720;0
0;2367;;;RETZWILLER;68268;68;44;1;;140;68210;0
0;694;;;REVELLES;80670;80;32;1;;563;80540;0
0;1003;;;REVIN;8363;8;44;1;;1573;8500;0
0;1582;;;REXPOEDE;59499;59;32;1;;476;59122;0
0;1087;;;RHUIS;60536;60;32;1;;1754;60410;0
0;695;;;RIBECOURT DRESLINCOURT;60537;60;32;1;;1415;60170;0
0;2345;;;RIBEMONT;2648;2;32;1;;484;2240;0
0;2612;;;RIBEMONT SUR ANCRE;80672;80;32;1;;1399;80800;0
0;3050;;;RICHEBOURG;62706;62;32;1;;958;62136;0
0;2717;;;RICHWILLER;68270;68;44;1;;1843;68120;0
0;696;;;RIEDISHEIM;68271;68;44;1;;1501;68400;0
0;3557;;;RIENCOURT LES CAGNICOURT;62709;62;32;1;;;62182;0
0;1343;;;RIEULAY;59501;59;32;1;;1763;59870;0
0;697;;;RIEUX;60539;60;32;1;;1754;60870;0
0;1675;;;RIEUX;51460;51;44;1;;1953;51210;0
0;2001;;;RIEUX EN CAMBRESIS;59502;59;32;1;;50;59277;0
0;2663;;;RINXENT;62711;62;32;1;;1006;62720;0
0;1248;;;RIS ORANGIS;91521;91;11;1;;1082;91130;0
0;970;;;RIVECOURT;60540;60;32;1;;512;60126;0
0;698;;;RIVERY;80674;80;32;1;;387;80136;0
0;3148;;;RIVES EN SEINE;76164;76;28;1;;2008;76490;0
0;1678;;;RIVIERE;37201;37;24;1;;1520;37500;0
0;1644;;;RIVIERE;62712;62;32;1;;1516;62173;0
0;1966;;;RIXHEIM;68278;68;44;1;;1501;68170;0
0;2184;;;ROANNE;42187;42;84;1;;;42300;0
0;1465;;;ROBECQ;62713;62;32;1;;1681;62350;0
0;1524;;;ROBERVAL;60541;60;32;1;;1754;60410;0
0;3282;;;ROCHY CONDE;60542;60;32;1;;1129;60510;0
0;1363;;;ROCLINCOURT;62714;62;32;1;;531;62223;0
0;2905;;;ROCQUEMONT;76532;76;28;1;;1290;76680;0
0;2494;;;ROCQUIGNY;62715;62;32;1;;380;62450;0
0;1403;;;RODELINGHEM;62716;62;32;1;;500;62610;0
0;1300;;;ROEULX;59504;59;32;1;;1022;59172;0
0;2602;;;ROEUX;62718;62;32;1;;1942;62118;0
0;2501;;;ROGECOURT;2651;2;32;1;;1002;2800;0
0;3299;;;ROGERVILLE;76533;76;28;1;;854;76700;0
0;2687;;;ROGY;80675;80;32;1;;825;80160;0
0;1052;;;ROIGLISE;80676;80;32;1;;941;80700;0
0;1079;;;ROISEL;80677;80;32;1;;225;80240;0
0;699;;;ROISSY EN FRANCE;95527;95;11;1;;1308;95700;0
0;2833;;;ROIZY;8368;8;44;1;;208;8190;0
0;3319;;;ROLLEBOISE;78528;78;11;1;;1723;78270;0
0;3182;;;ROMAGNIEU;38343;38;84;1;;1623;38480;0
0;700;;;ROMAINVILLE;93063;93;11;1;;36;93230;0
0;3451;;;ROMBIES ET MARCHIPONT;59505;59;32;1;;;59990;0
0;1765;;;ROMENY SUR MARNE;2653;2;32;1;;1509;2310;0
0;3252;;;ROMERIES;59506;59;32;1;;50;59730;0
0;1806;;;ROMESCAMPS;60545;60;32;1;;152;60220;0
0;701;;;ROMIGNY;51466;51;44;1;;398;51170;0
0;702;;;ROMORANTIN LANTHENAY;41194;41;24;1;;1301;41200;0
0;703;;;RONCHIN;59507;59;32;1;;1093;59790;0
0;3344;;;RONCHOIS;76537;76;28;1;;1485;76390;0
0;1033;;;RONCQ;59508;59;32;1;;426;59223;0
0;3098;;;RONQUEROLLES;95529;95;11;1;;899;95340;0
0;1647;;;ROOST WARENDIN;59509;59;32;1;;1139;59286;0
0;1918;;;ROQUETOIRE;62721;62;32;1;;1624;62120;0
0;704;;;ROSIERES EN SANTERRE;80680;80;32;1;;860;80170;0
0;705;;;ROSNY SOUS BOIS;93064;93;11;1;;111;93110;0
0;2117;;;ROSNY SUR SEINE;78531;78;11;1;;1819;78710;0
0;706;;;ROSOY;60547;60;32;1;;1058;60140;0
0;707;;;ROSOY EN MULTIEN;60548;60;32;1;;772;60620;0
0;708;;;ROSULT;59511;59;32;1;;68;59230;0
0;1633;;;ROTHOIS;60550;60;32;1;;152;60690;0
0;709;;;ROUBAIX;59512;59;32;1;;;59100;0
0;3552;;;ROUCOURT;59513;59;32;1;;;59169;0
0;710;;;ROUEN;76540;76;28;1;;;76000;0
0;711;;;ROUEN;76540;76;28;1;;;76100;0
0;3099;;;ROUGEFAY;62722;62;32;1;;1149;62390;0
0;712;;;ROUGEGOUTTE;90088;90;27;1;;32;90200;0
0;1252;;;ROUMARE;76541;76;28;1;;310;76480;0
0;1441;;;ROUSIES;59514;59;32;1;;1287;59131;0
0;3375;;;ROUSSET;13087;13;93;1;;1567;13790;0
0;1602;;;ROUSSILLON;38344;38;84;1;;1862;38150;0
0;1457;;;ROUVIGNIES;59515;59;32;1;;614;59220;0
0;1276;;;ROUVILLE;76543;76;28;1;;812;76210;0
0;713;;;ROUVILLE;60552;60;32;1;;772;60800;0
0;714;;;ROUVREL;80681;80;32;1;;825;80250;0
0;3586;;;ROUVRES;77392;77;11;1;;;77230;0
0;2504;;;ROUVRES EN MULTIEN;60554;60;32;1;;772;60620;0
0;3506;;;ROUVRES ST JEAN;45263;45;24;1;;;45300;0
0;2123;;;ROUVROY;2659;2;32;1;;1196;2100;0
0;1985;;;ROUVROY;62724;62;32;1;;1635;62320;0
0;1081;;;ROUVROY LES MERLES;60555;60;32;1;;1403;60120;0
0;2287;;;ROUVROY SUR AUDRY;8370;8;44;1;;581;8150;0
0;715;;;ROUXMESNIL BOUTEILLES;76545;76;28;1;;204;76370;0
0;1856;;;ROUY LE PETIT;80684;80;32;1;;1227;80190;0
0;2243;;;ROY BOISSY;60557;60;32;1;;152;60690;0
0;3218;;;ROYAUCOURT;60556;60;32;1;;512;60420;0
0;716;;;ROYAUCOURT ET CHAILVET;2661;2;32;1;;1252;2000;0
0;717;;;ROYE;80685;80;32;1;;941;80700;0
0;1364;;;ROYE;70455;70;27;1;;1988;70200;0
0;1125;;;ROYE SUR MATZ;60558;60;32;1;;1415;60310;0
0;2847;;;RUBEMPRE;80686;80;32;1;;1399;80260;0
0;955;;;RUBESCOURT;80687;80;32;1;;941;80500;0
0;1578;;;RUBROUCK;59516;59;32;1;;476;59285;0
0;718;;;RUE;80688;80;32;1;;1307;80120;0
0;719;;;RUEIL MALMAISON;92063;92;11;1;;786;92500;0
0;1211;;;RUGLES;27502;27;28;1;;1777;27250;0
0;2218;;;RUISSEAUVILLE;62726;62;32;1;;1268;62310;0
0;720;;;RUITZ;62727;62;32;1;;232;62620;0
0;721;;;RULLY;60560;60;32;1;;1754;60810;0
0;2004;;;RUMIGNY;80690;80;32;1;;52;80680;0
0;1583;;;RUMINGHEM;62730;62;32;1;;583;62370;0
0;2267;;;RUNGIS;94065;94;11;1;;1781;94150;0
0;722;;;RUSSY BEMONT;60561;60;32;1;;1262;60117;0
0;1545;;;RUYAULCOURT;62731;62;32;1;;380;62124;0
0;723;;;SABLE SUR SARTHE;72264;72;52;1;;135;72300;0
0;2517;;;SACHIN;62732;62;32;1;;1209;62550;0
0;724;;;SACLAY;91534;91;11;1;;18;91400;0
0;1616;;;SACQUENVILLE;27504;27;28;1;;261;27930;0
0;1769;;;SACY LE GRAND;60562;60;32;1;;1754;60700;0
0;2588;;;SACY LE PETIT;60563;60;32;1;;1754;60190;0
0;2574;;;SADA;97616;976;6;1;;1127;97640;0
0;2556;;;SAIGNEVILLE;80691;80;32;1;;480;80230;0
0;2538;;;SAILLY EN OSTREVENT;62734;62;32;1;;1942;62490;0
0;2522;;;SAILLY FLIBEAUCOURT;80692;80;32;1;;1559;80970;0
0;1325;;;SAILLY LABOURSE;62735;62;32;1;;1376;62113;0
0;926;;;SAILLY LE SEC;80694;80;32;1;;1399;80800;0
0;725;;;SAILLY LEZ CAMBRAI;59521;59;32;1;;1911;59554;0
0;1930;;;SAILLY LEZ LANNOY;59522;59;32;1;;116;59390;0
0;1845;;;SAILLY SAILLISEL;80695;80;32;1;;225;80360;0
0;1408;;;SAILLY SUR LA LYS;62736;62;32;1;;958;62840;0
0;1084;;;SAINGHIN EN MELANTOIS;59523;59;32;1;;781;59262;0
0;726;;;SAINGHIN EN WEPPES;59524;59;32;1;;8;59184;0
0;2766;;;SAINNEVILLE;76551;76;28;1;;1965;76430;0
0;2458;;;SAINS DU NORD;59525;59;32;1;;1287;59177;0
0;2325;;;SAINS EN AMIENOIS;80696;80;32;1;;52;80680;0
0;1347;;;SAINS EN GOHELLE;62737;62;32;1;;1215;62114;0
0;3315;;;SAINS LES MARQUION;62739;62;32;1;;380;62860;0
0;1523;;;SAINS MORAINVILLERS;60564;60;32;1;;512;60420;0
0;3363;;;SAINT MARTIN LEZ TATINGHEM;62757;62;;1;;;62380;0
0;2054;;;SAINT POL SUR MER;59540;59;;1;;;59430;0
0;727;;;SAINTINES;60578;60;32;1;;1262;60410;0
0;2540;;;SAISSEVAL;80723;80;32;1;;563;80540;0
0;976;;;SALENCY;60603;60;32;1;;1494;60400;0
0;1156;;;SALES;74255;74;84;1;;1755;74150;0
0;728;;;SALEUX;80724;80;32;1;;1749;80480;0
0;2770;;;SALIVES;21579;21;27;1;;532;21580;0
0;3210;;;SALLANCHES;74256;74;84;1;;416;74700;0
0;729;;;SALLAUMINES;62771;62;32;1;;26;62430;0
0;3584;;;SALLES;33498;33;75;1;;;33770;0
0;1579;;;SALOME;59550;59;32;1;;8;59496;0
0;1705;;;SALON DE PROVENCE;13103;13;93;1;;;13300;0
0;730;;;SALOUEL;80725;80;32;1;;1749;80480;0
0;2045;;;SAMEON;59551;59;32;1;;1139;59310;0
0;2207;;;SAMER;62773;62;32;1;;1006;62830;0
0;2115;;;SAMOREAU;77442;77;11;1;;1349;77210;0
0;2213;;;SANDOUVILLE;76660;76;28;1;;1965;76430;0
0;2221;;;SANGATTE;62774;62;32;1;;850;62231;0
0;3396;;;SANGHEN;62775;62;32;1;;500;62850;0
0;2668;;;SANNOIS;95582;95;11;1;;216;95110;0
0;2919;;;SANTENY;94070;94;11;1;;85;94440;0
0;959;;;SANTES;59553;59;32;1;;558;59211;0
0;2421;;;SAPIGNIES;62776;62;32;1;;380;62121;0
0;2530;;;SARAN;45302;45;24;1;;1305;45770;0
0;731;;;SARCELLES;95585;95;11;1;;1536;95200;0
0;2105;;;SARP;65407;65;76;1;;409;65370;0
0;732;;;SARRALBE;57628;57;44;1;;1297;57430;0
0;3015;;;SARRALTROFF;57629;57;44;1;;1662;57400;0
0;733;;;SARREGUEMINES;57631;57;44;1;;568;57200;0
0;2235;;;SARS ET ROSIERES;59554;59;32;1;;68;59230;0
0;1391;;;SARS POTERIES;59555;59;32;1;;1287;59216;0
0;734;;;SARTROUVILLE;78586;78;11;1;;107;78500;0
0;2918;;;SASSEGNIES;59556;59;32;1;;1701;59145;0
0;2741;;;SAUDEMONT;62782;62;32;1;;1942;62860;0
0;2340;;;SAULCHOY;62783;62;32;1;;1149;62870;0
0;1037;;;SAULTAIN;59557;59;32;1;;925;59990;0
0;2491;;;SAULTY;62784;62;32;1;;1516;62158;0
0;1464;;;SAULZOIR;59558;59;32;1;;50;59227;0
0;2928;;;SAUMONT LA POTERIE;76666;76;28;1;;1485;76440;0
0;2388;;;SAUSHEIM;68300;68;44;1;;1501;68390;0
0;735;;;SAVERNE;67437;67;44;1;;667;67700;0
0;967;;;SAVEUSE;80730;80;32;1;;563;80470;0
0;1724;;;SAVIGNIES;60609;60;32;1;;452;60650;0
0;2664;;;SAVIGNY LE TEMPLE;77445;77;11;1;;1369;77176;0
0;2078;;;SAVIGNY SUR ORGE;91589;91;11;1;;373;91600;0
0;3459;;;SAVY;2702;2;32;1;;;2590;0
0;2193;;;SAVY BERLETTE;62785;62;32;1;;1516;62690;0
0;736;;;SCHILTIGHEIM;67447;67;44;1;;1025;67300;0
0;3395;;;SCHIRRHOFFEN;67450;67;44;1;;;67240;0
0;2677;;;SCHOELCHER;97229;972;2;1;;;97233;0
0;1361;;;SCIECQ;79308;79;75;1;;2006;79000;0
0;1895;;;SEBONCOURT;2703;2;32;1;;433;2110;0
0;1353;;;SEBOURG;59559;59;32;1;;925;59990;0
0;737;;;SECLIN;59560;59;32;1;;1652;59113;0
0;2850;;;SEDAN;8409;8;44;1;;;8200;0
0;1551;;;SEES;61464;61;28;1;;1999;61500;0
0;3444;;;SELESTAT;67462;67;44;1;;2007;67600;0
0;2290;;;SEMOUSIES;59563;59;32;1;;977;59440;0
0;1964;;;SEMOY;45308;45;24;1;;748;45400;0
0;1210;;;SEMPIGNY;60610;60;32;1;;1494;60400;0
0;738;;;SENARPONT;80732;80;32;1;;575;80140;0
0;1575;;;SENINGHEM;62788;62;32;1;;340;62380;0
0;739;;;SENLIS;60612;60;32;1;;1044;60300;0
0;1145;;;SENLIS LE SEC;80733;80;32;1;;931;80300;0
0;740;;;SENNEVILLE SUR FECAMP;76670;76;28;1;;504;76400;0
0;741;;;SENONCHES;28373;28;24;1;;543;28250;0
0;2476;;;SENOTS;60613;60;32;1;;703;60240;0
0;1000;;;SENS;89387;89;27;1;;;89100;0
0;2916;;;SEPEAUX ST ROMAIN;89388;89;27;1;;1571;89116;0
0;1291;;;SEPMERIES;59565;59;32;1;;977;59269;0
0;3107;;;SEPTMONTS;2706;2;32;1;;1563;2200;0
0;1890;;;SEQUEDIN;59566;59;32;1;;558;59320;0
0;1132;;;SEQUEHART;2708;2;32;1;;433;2420;0
0;2013;;;SERAUCOURT LE GRAND;2710;2;32;1;;484;2790;0
0;3542;;;SERCHES;2711;2;32;1;;;2220;0
0;742;;;SERIFONTAINE;60616;60;32;1;;797;60590;0
0;2444;;;SERMAIZE;60617;60;32;1;;1494;60400;0
0;3489;;;SERMOISE;2714;2;32;1;;;2220;0
0;1975;;;SERRIS;77449;77;11;1;;1726;77700;0
0;2161;;;SERVINS;62793;62;32;1;;1215;62530;0
0;3023;;;SERY MAGNEVAL;60618;60;32;1;;1262;60800;0
0;2416;;;SETE;34301;34;76;1;;165;34200;0
0;1941;;;SETQUES;62794;62;32;1;;340;62380;0
0;2236;;;SEUIL;8416;8;44;1;;1934;8300;0
0;3205;;;SEUX;80735;80;32;1;;563;80540;0
